channel,cycles,reads,read_cmds,merged_reads_pct,avg_read_latency_cycles,tck_ns,avg_read_latency_ns,row_hit_rate_pct,avg_bandwidth_gbps,dram_bandwidth_gbps,peak_bandwidth_gbps,utilisation_pct,idle_cycles_pct,dynamic_energy_pj,dynamic_pj_per_access,dynamic_pj_per_bit,background_energy_pj,background_share_pct,total_energy_pj
0,25600000.0,256001.0,256000.0,0.0003906234741270542,44.965632946746304,0.63,28.328348756450172,93.127734375,1.0158769841269841,1.0158730158730158,25.6,3.968253968253968,13.584835937500001,1258551360.0,4916.21625,9.60198486328125,28923822912.0,95.83017774328128,30182374272.0
