label,device,channels,active_channels,cycles,reads,read_cmds,merged_reads_pct,tck_ns,avg_read_latency_ns,row_hit_rate_pct,dram_bandwidth_gbps,peak_bandwidth_gbps,utilisation_pct,frontend_ceiling_pct,idle_cycles_pct,dynamic_energy_pj,dynamic_pj_per_access,dynamic_pj_per_bit,background_share_pct
hbm2_loaded,HBM2,8,8,271000.0,256001.0,256000.0,0.0003906234741270542,0.9999999999999999,48.757719992827454,96.1917526560245,60.45756457564577,256.0,23.616236162361627,25.000000000000007,9.182979704797049,213922668.0,835.635421875,1.6321004333496094,44.724364811107506
