label,device,channels,active_channels,cycles,reads,read_cmds,merged_reads_pct,tck_ns,avg_read_latency_ns,row_hit_rate_pct,dram_bandwidth_gbps,peak_bandwidth_gbps,utilisation_pct,frontend_ceiling_pct,idle_cycles_pct,dynamic_energy_pj,dynamic_pj_per_access,dynamic_pj_per_bit,background_share_pct
ddr4_cxl,DDR4,1,1,1250000.0,256001.0,256000.0,0.0003906234741270542,0.63,199.23732711981594,97.119140625,20.805079365079365,25.6,81.26984126984127,100.0,9.882240000000001,1190155200.0,4649.04375,9.08016357421875,54.4955294774359
