label,device,channels,active_channels,cycles,reads,read_cmds,merged_reads_pct,tck_ns,avg_read_latency_ns,row_hit_rate_pct,dram_bandwidth_gbps,peak_bandwidth_gbps,utilisation_pct,frontend_ceiling_pct,idle_cycles_pct,dynamic_energy_pj,dynamic_pj_per_access,dynamic_pj_per_bit,background_share_pct
ddr4_idle,DDR4,1,1,25600000.0,256001.0,256000.0,0.0003906234741270542,0.63,28.328348756450172,93.127734375,1.0158730158730158,25.6,3.968253968253968,100.0,13.584835937500001,1258551360.0,4916.21625,9.60198486328125,95.83017774328128
